MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/03/30 10:25:11.234),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,
17,NewMedia18,30,0.20068,12036236692877,0.49593,0.25016,0.00000,0.20068,2,1,0.49955,0.17328,1,1.36719,0.15093,0,,0.41444,0.58737,24.59333,1.11409,1,0.65700,0.60469,23.38825,1.11409,1,0,0.00000,20,,
17,NewMedia18,49,0.32813,12036237965828,0.49675,0.19867,0.20776,0.12036,3,1,0.49762,0.25675,1,1.36719,0.15093,0,,0.41408,0.58756,24.54050,1.03412,1,0.65657,0.60436,22.98400,1.03412,1,0,0.00000,20,,
17,NewMedia18,68,0.45703,12036239255388,0.48563,0.31323,0.33447,0.12256,4,1,0.44304,0.48759,1,1.36667,0.15370,0,,0.41198,0.59291,22.41422,1.05022,1,0.65365,0.60867,20.56462,1.05022,1,0,0.00000,19,,
17,NewMedia18,92,0.61572,12036240843519,0.41570,0.57347,0.48193,0.13379,5,1,0.30727,0.61066,1,1.36667,0.15370,0,,0.40550,0.59472,20.07768,1.03412,1,0.64731,0.61021,19.50479,1.03412,1,0,0.00000,19,,
17,NewMedia18,124,0.83032,12036242988745,0.32317,0.59641,0.62256,0.20776,6,1,0.38919,0.59670,1,1.36667,0.15370,0,,0.40572,0.59360,18.67946,1.05686,1,0.64793,0.60856,17.55704,1.05686,1,0,0.00000,19,,
17,NewMedia18,148,0.99146,12036244600347,0.40893,0.58817,0.83691,0.15454,7,1,0.47958,0.59532,1,1.36667,0.15370,0,,0.40939,0.59362,18.23869,1.06462,1,0.65118,0.60927,17.65413,1.06462,1,0,0.00000,19,,
17,NewMedia18,174,1.16504,12036246336190,0.49320,0.60528,0.99829,0.16675,8,1,0.58331,0.59275,1,1.36667,0.15370,0,,0.41398,0.59299,19.06738,1.04928,1,0.65556,0.60960,18.11073,1.04928,1,0,0.00000,19,,
17,NewMedia18,206,1.37964,12036248482943,0.57803,0.56223,1.17163,0.20801,9,1,0.53064,0.57932,1,1.36667,0.15370,0,,0.41171,0.59251,19.38885,1.05700,1,0.65391,0.60892,18.98098,1.06462,1,0,0.00000,19,,
17,NewMedia18,232,1.55396,12036250225983,0.54354,0.57356,1.38647,0.16748,10,1,0.49199,0.50728,1,1.36667,0.15370,0,,0.40982,0.59081,19.87675,1.03412,1,0.65159,0.60656,19.04269,1.03412,1,0,0.00000,19,,
17,NewMedia18,284,1.90259,12036253710279,0.38367,0.35464,1.58154,0.32104,11,1,0.39104,0.32365,1,1.36667,0.15370,0,,0.40543,0.58874,21.75014,1.11295,1,0.64725,0.60392,20.98095,1.10532,1,0,0.00000,19,,
17,NewMedia18,346,2.31958,12036257880189,0.42972,0.34545,1.90918,0.41040,12,1,0.52721,0.31321,1,1.36667,0.15370,0,,0.41082,0.58744,22.53959,1.04938,1,0.65249,0.60328,22.11403,1.04175,1,0,0.00000,18,,
17,NewMedia18,394,2.63916,12036261078367,0.52028,0.25704,2.32642,0.31274,13,1,0.45231,0.18913,1,1.36667,0.15370,0,,0.40948,0.58721,23.57231,1.03413,1,0.65106,0.60219,23.04407,1.03413,1,0,0.00000,18,,
17,NewMedia18,426,2.85327,12036263217561,0.44277,0.17413,2.64551,0.20776,14,1,0.38086,0.16223,1,1.36667,0.15370,0,,0.40800,0.58735,23.44545,1.04929,1,0.64929,0.60226,22.94378,1.04929,1,0,0.00000,18,,
17,NewMedia18,450,3.01392,12036264825363,0.38779,0.16201,2.85986,0.15405,15,1,0.49055,0.12942,1,1.36667,0.15370,0,,0.41220,0.58750,23.20493,1.08732,1,0.65377,0.60287,22.78371,1.07970,1,0,0.00000,18,,
17,NewMedia18,469,3.14136,12036266098195,0.49381,0.19862,3.02075,0.12061,16,1,0.50875,0.22419,1,1.36667,0.15370,0,,0.41243,0.58768,23.63186,1.00684,1,0.65391,0.60250,22.57038,1.00684,1,0,0.00000,18,,
17,NewMedia18,504,3.37622,12036268446751,0.50456,0.16706,3.14771,0.22852,17,1,0.57374,0.27694,1,1.36667,0.15370,0,,0.41292,0.58881,23.28095,1.03413,1,0.65421,0.60371,22.58508,1.03413,1,0,0.00000,18,,
17,NewMedia18,533,3.56982,12036270383835,0.55721,0.24368,3.38281,0.18701,18,1,0.49385,0.30337,1,1.36667,0.15370,0,,0.40848,0.58978,23.47860,1.04175,1,0.65021,0.60397,22.84236,1.03413,1,0,0.00000,18,,
17,NewMedia18,567,3.79810,12036272666825,0.39245,0.34479,3.59668,0.20142,19,1,0.35246,0.43456,1,1.36667,0.15370,0,,0.40271,0.59256,23.76669,1.10542,1,0.64466,0.60628,23.85259,1.11400,1,0,0.00000,18,,
