MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/03/16 12:54:16.351),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,
3,NewMedia4,4,0.02734,65251773400,0.54289,0.36307,0.00000,0.02735,1,1,0.46701,0.33768,1,1.31771,0.27870,0,,0.34237,0.37888,22.23125,1.07488,1,0.58553,0.39482,20.98108,1.09061,1,0,0.00000,13,,
3,NewMedia4,51,0.34180,65254918821,0.47210,0.30260,0.03467,0.30713,2,1,0.36919,0.21008,1,1.31771,0.27870,0,,0.33786,0.37855,22.01636,1.08938,1,0.58082,0.39389,20.66204,1.07364,1,0,0.00000,13,,
3,NewMedia4,69,0.46191,65256120393,0.24334,0.17219,0.36865,0.09326,3,1,0.23290,0.12352,1,1.31771,0.27870,0,,0.33329,0.37854,19.91225,1.14812,1,0.57645,0.39373,18.94354,1.13979,1,0,0.00000,13,,
3,NewMedia4,114,0.76367,65259139127,0.24830,0.15212,0.46875,0.29492,4,1,0.27641,0.05541,1,1.31771,0.27870,0,,0.33494,0.37640,14.73917,1.04359,1,0.57703,0.39145,15.40433,1.05099,1,0,0.00000,13,,
3,NewMedia4,158,1.05859,65262085905,0.26344,0.03832,0.77051,0.28809,5,1,0.22306,0.08462,1,1.31771,0.27870,0,,0.33016,0.37699,13.73554,1.02828,1,0.57248,0.39152,14.16928,1.02828,1,0,0.00000,13,,
3,NewMedia4,191,1.27979,65264300947,0.21333,0.05495,1.06494,0.21484,6,1,0.18892,0.00034,1,1.31771,0.27870,0,,0.32036,0.37453,14.19741,1.06624,1,0.56324,0.38685,14.67622,1.07364,1,0,0.00000,13,,
3,NewMedia4,233,1.56055,65267109007,0.19463,0.04236,1.28662,0.27393,7,1,0.25296,0.20797,1,1.31771,0.27870,0,,0.31221,0.36884,12.05339,1.05081,0,0.55568,0.37944,13.30623,1.04340,1,0,0.00000,13,,
3,NewMedia4,286,1.91553,65270656349,0.23832,0.10081,1.70801,0.20752,8,1,0.23962,0.03132,1,1.31771,0.27870,0,,0.30213,0.36268,15.83860,1.07333,1,0.54697,0.37094,16.09890,1.07333,1,0,0.00000,13,,
3,NewMedia4,328,2.19727,65273472812,0.23833,0.08246,1.92236,0.27490,9,1,0.24518,0.11101,1,1.31771,0.27870,0,,0.30132,0.36735,16.69075,1.05790,1,0.54644,0.37667,17.61660,1.05790,1,0,0.00000,13,,
3,NewMedia4,360,2.41162,65275615953,0.25893,0.12558,2.20410,0.20752,10,1,0.30787,0.12571,1,1.31771,0.27870,0,,0.30329,0.36807,18.40962,1.02828,1,0.54866,0.37534,17.55167,1.02828,1,0,0.00000,13,,
3,NewMedia4,417,2.79346,65279434412,0.30418,0.11415,2.41797,0.37549,11,1,0.31083,0.16006,1,1.31771,0.27870,0,,0.30444,0.36598,17.91465,1.02828,1,0.55045,0.37464,18.11633,1.03569,1,0,0.00000,13,,
3,NewMedia4,435,2.91406,65280640461,0.40262,0.13134,2.79980,0.11426,12,1,0.42269,0.09358,1,1.31771,0.27870,0,,0.30555,0.36427,18.62226,1.08289,1,0.55161,0.37267,17.91899,1.07548,1,0,0.00000,13,,
3,NewMedia4,472,3.16162,65283117744,0.39342,0.13250,2.92041,0.24121,13,1,0.38911,0.09559,1,1.31771,0.27870,0,,0.30162,0.36202,19.01701,1.09122,1,0.54859,0.36984,17.37518,1.09122,1,0,0.00000,13,,
3,NewMedia4,513,3.43652,65285866356,0.40265,0.13485,3.16846,0.26807,14,1,0.47253,0.12311,1,1.31771,0.27870,0,,0.30906,0.35817,18.19270,1.08289,1,0.55539,0.36694,17.58349,1.08289,1,0,0.00000,13,,
3,NewMedia4,552,3.69775,65288478560,0.48605,0.14318,3.44336,0.25439,15,1,0.57704,0.13148,1,1.31771,0.27870,0,,0.31479,0.35511,19.16028,1.03600,1,0.56139,0.36476,17.75983,1.03600,1,0,0.00000,13,,
3,NewMedia4,584,3.91211,65290620267,0.57860,0.16603,3.70410,0.20801,16,1,0.54208,0.15452,1,1.31771,0.27870,0,,0.31246,0.35588,18.92438,1.04309,1,0.55960,0.36645,18.20681,1.03569,1,0,0.00000,13,,
3,NewMedia4,607,4.06592,65292162347,0.52872,0.16060,3.91846,0.14746,17,1,0.36846,0.11748,1,1.31771,0.27870,0,,0.30608,0.35779,20.18325,1.02828,1,0.55293,0.36755,19.14342,1.02828,1,0,0.00000,13,,
3,NewMedia4,655,4.38770,65295378737,0.24837,0.11054,4.09326,0.29443,18,1,0.24954,0.10408,1,1.31771,0.27870,0,,0.30366,0.36231,18.16221,1.03569,1,0.55052,0.37313,19.34499,1.04309,1,0,0.00000,13,,
3,NewMedia4,680,4.55469,65297050754,0.22096,0.05382,4.39453,0.16016,19,1,0.21827,0.09217,1,1.31771,0.27870,0,,0.30412,0.36399,18.02217,1.02828,1,0.55010,0.37489,18.99162,1.02828,1,0,0.00000,13,,
3,NewMedia4,700,4.68896,65298392464,0.21682,0.16225,4.56152,0.12744,20,1,0.23333,0.23364,1,1.31771,0.27870,0,,0.30555,0.36709,19.21815,1.02828,1,0.55035,0.37693,18.71013,1.02828,1,0,0.00000,13,,
3,NewMedia4,751,5.03076,65301807353,0.23484,0.20880,4.69580,0.33496,21,1,0.23724,0.32336,1,1.31771,0.27870,0,,0.30123,0.36810,20.10378,1.02828,1,0.54675,0.37688,18.90353,1.02828,1,0,0.00000,13,,
3,NewMedia4,781,5.23145,65303817090,0.24393,0.55311,5.05762,0.17383,22,1,0.38303,0.49826,1,1.31771,0.27870,0,,0.30678,0.37125,19.60981,1.10635,1,0.55246,0.38102,18.96648,1.09061,1,0,0.00000,13,,
3,NewMedia4,809,5.41895,65305692405,0.39428,0.53878,5.25830,0.16064,23,1,0.33968,0.53822,1,1.31771,0.27870,0,,0.30300,0.37146,19.86368,1.04309,1,0.54933,0.38032,19.11442,1.03568,1,0,0.00000,13,,
3,NewMedia4,832,5.57324,65307231633,0.32569,0.52061,5.42578,0.14746,24,1,0.25891,0.24762,1,1.31771,0.27870,0,,0.30216,0.36659,19.88056,1.05049,1,0.54672,0.37535,19.21991,1.04309,1,0,0.00000,13,,
3,NewMedia4,868,5.81494,65309649075,0.22456,0.20477,5.60010,0.21484,25,1,0.22333,0.23338,1,1.31771,0.27870,0,,0.30077,0.36547,19.78082,1.02828,1,0.54646,0.37399,19.40159,1.02828,1,0,0.00000,13,,
3,NewMedia4,921,6.16943,65313194760,0.24251,0.24751,5.82129,0.34814,26,1,0.34648,0.26083,1,1.31771,0.27870,0,,0.30950,0.36467,21.89997,1.05883,1,0.55505,0.37374,20.45730,1.05883,1,0,0.00000,13,,
3,NewMedia4,957,6.41064,65315605597,0.34369,0.22899,6.17627,0.23438,27,1,0.35650,0.28370,1,1.31771,0.27870,0,,0.31190,0.36462,21.79095,1.00757,1,0.55781,0.37418,20.61192,1.00757,1,0,0.00000,12,,
3,NewMedia4,979,6.55762,65317080007,0.39107,0.24979,6.41699,0.14063,28,1,0.39657,0.21005,1,1.31771,0.27870,0,,0.31402,0.36361,21.69625,1.05790,1,0.55995,0.37263,19.06826,1.05790,1,0,0.00000,12,,
3,NewMedia4,1014,6.79199,65319423423,0.46232,0.23430,6.56445,0.22754,29,1,0.53246,0.26171,1,1.31771,0.27870,0,,0.31744,0.36292,21.68023,1.06561,1,0.56325,0.37321,20.13645,1.06561,1,0,0.00000,12,,
3,NewMedia4,1045,7.00000,65321503960,0.58863,0.26539,6.81934,0.18066,30,1,0.54218,0.21824,1,1.31771,0.27870,0,,0.31636,0.36305,20.77522,1.07473,1,0.56219,0.37333,19.79053,1.06070,1,0,0.00000,12,,
