MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/04/05 09:19:32.584),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,
6,NewMedia7,58,0.38892,636919832725,0.66269,0.26117,0.00000,0.38892,1,1,0.65018,0.24779,1,1.36510,0.11852,0,,0.33301,0.70218,24.40624,1.08182,1,0.55086,0.72238,26.18506,1.08182,1,0,0.00000,13,,
6,NewMedia7,99,0.66321,636922574988,0.44191,0.55136,0.55591,0.10730,2,1,0.39325,0.55774,1,1.35365,0.38333,0,,0.30436,0.70482,21.28349,1.08182,1,0.52366,0.72167,25.28132,1.08182,1,0,0.00000,14,,
6,NewMedia7,130,0.87061,636924649601,0.41948,0.52400,0.66980,0.20081,3,1,0.47765,0.50212,1,1.37083,0.47778,0,,0.30390,0.70339,21.37125,1.08182,1,0.52299,0.71996,24.65313,1.08182,1,0,0.00000,14,,
6,NewMedia7,153,1.02466,636926190533,0.49167,0.52270,0.87732,0.14734,4,1,0.58809,0.53235,1,1.36302,0.48519,0,,0.31147,0.70257,21.51650,1.06699,1,0.53009,0.71923,23.13596,1.06699,1,0,0.00000,14,,
6,NewMedia7,175,1.17212,636927664981,0.58947,0.51012,1.03137,0.14075,5,1,0.59468,0.49289,1,1.36250,0.48611,0,,0.31358,0.70141,21.64407,1.08182,1,0.53232,0.71862,22.92560,1.08182,1,0,0.00000,14,,
6,NewMedia7,188,1.25940,636928537667,0.55201,0.28924,1.17908,0.08032,6,1,0.53708,0.24110,1,1.36250,0.48611,0,,0.31224,0.69329,22.59119,0.94264,1,0.52970,0.71010,23.60565,0.93631,1,0,0.00000,14,,
6,NewMedia7,215,1.44019,636930344854,0.52610,0.13596,1.26660,0.17358,7,1,0.53334,0.04586,1,1.36250,0.48611,0,,0.31039,0.69268,22.28734,1.10885,1,0.52840,0.70931,24.15994,1.11788,1,0,0.00000,14,,
6,NewMedia7,242,1.62134,636932157431,0.53345,0.07682,1.44678,0.17456,8,1,0.65576,0.05495,1,1.36250,0.48611,0,,0.31426,0.69180,22.76155,1.08182,1,0.53216,0.70810,24.29908,1.08182,1,0,0.00000,14,,
6,NewMedia7,260,1.74170,636933360985,0.64908,0.12278,1.62769,0.11401,9,1,0.65671,0.12519,1,1.36250,0.48611,0,,0.31676,0.68558,23.51279,1.01818,1,0.53457,0.70123,24.76786,1.01818,1,0,0.00000,14,,
6,NewMedia7,275,1.84204,636934363494,0.61503,0.21139,1.74829,0.09375,10,1,0.54826,0.33144,1,1.36250,0.48611,0,,0.31673,0.67668,22.78674,1.09982,1,0.53514,0.69153,26.04716,1.09982,1,0,0.00000,14,,
