,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/04/07 16:12:37.540),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
0,4,NewMedia5,0,0.0,68793670966,0.34237,0.79489,0.0,0.0,1,1,0.35131,0.8062,1,1.38125,0.15278,0,,0.41187,0.61872,24.24782,1.03453,1,0.66636,0.64676,28.49524,1.03453,1,0,0.0,14,,
15,4,NewMedia5,15,0.10083,68794677873,0.34379,0.79608,0.0,0.10083,1,1,0.35757,0.79117,1,1.38125,0.15278,0,,0.41323,0.61889,23.72833,1.03453,1,0.66781,0.64623,28.33794,1.03453,1,0,0.0,14,,
30,4,NewMedia5,30,0.20142,68795683773,0.34564,0.79673,0.0,0.20142,1,1,0.345,0.77239,1,1.38125,0.15278,0,,0.41388,0.61896,23.41837,1.03453,1,0.66856,0.64524,28.03582,1.03453,1,0,0.0,14,,
45,4,NewMedia5,45,0.30151,68796685461,0.40373,0.41692,0.26172,0.03979,2,1,0.40773,0.40754,1,1.38281,0.15278,0,,0.41733,0.6129,21.71777,1.03453,1,0.67097,0.63857,27.0426,1.03453,1,0,0.0,14,,
60,4,NewMedia5,60,0.40234,68797694518,0.3056,0.18572,0.26172,0.1272,2,0,0.22869,0.00886,1,1.38437,0.15278,0,,0.41436,0.60876,22.1192,1.07764,1,0.66683,0.63223,23.97059,1.06902,1,0,0.0,14,,
75,4,NewMedia5,75,0.50293,68798698483,0.24208,0.01827,0.41577,0.08716,3,1,0.24766,0.04971,1,1.3849,0.15556,0,,0.41276,0.60747,17.59134,1.01931,1,0.66616,0.63144,23.01765,1.01931,1,0,0.0,14,,
90,4,NewMedia5,90,0.60327,68799702387,0.24363,0.02808,0.41577,0.1875,3,1,0.22923,0.03469,1,1.38698,0.16296,0,,0.41133,0.60855,16.65467,1.03453,1,0.6648,0.63181,21.69129,1.03453,1,0,0.0,14,,
105,4,NewMedia5,105,0.70386,68800708659,0.23566,0.03676,0.64331,0.06055,4,1,0.22638,0.03678,1,1.39792,0.18704,0,,0.40887,0.60847,16.13387,1.02895,1,0.66246,0.63151,21.40331,1.03656,1,0,0.0,14,,
120,4,NewMedia5,120,0.8042,68801712097,0.23429,0.04909,0.64331,0.16089,4,1,0.24362,0.06576,1,1.45052,0.27963,0,,0.40547,0.60783,15.88907,0.98127,1,0.6588,0.62952,20.48837,0.98888,1,0,0.0,14,,
135,4,NewMedia5,135,0.90454,68802716367,0.23532,0.04842,0.64331,0.26123,4,1,0.25486,0.09007,1,1.45885,0.29074,0,,0.4004,0.60828,16.25147,1.01931,1,0.65399,0.6284,20.63131,1.01931,1,0,0.0,14,,
150,4,NewMedia5,150,1.00513,68803722292,0.25767,0.11343,0.93823,0.06689,5,1,0.25631,0.14073,1,1.47083,0.30926,0,,0.39314,0.6085,16.27961,0.98888,1,0.64676,0.62551,20.19529,0.98888,1,0,0.0,14,,
165,4,NewMedia5,165,1.1062,68804731673,0.25483,0.11785,0.93823,0.16797,5,1,0.23028,0.04511,1,1.49792,0.375,0,,0.38459,0.60737,16.26313,1.0117,1,0.63762,0.62068,21.01477,1.01931,1,0,0.0,14,,
180,4,NewMedia5,180,1.20605,68805731216,0.24134,0.04426,1.13232,0.07373,6,1,0.23522,0.02216,1,1.49948,0.375,0,,0.3757,0.60662,17.1951,1.03453,1,0.62852,0.61598,21.67238,1.03453,1,0,0.0,14,,
195,4,NewMedia5,195,1.30664,68806737082,0.23967,0.02881,1.13232,0.17432,6,1,0.25022,0.04977,1,1.49948,0.375,0,,0.36435,0.60744,17.93572,1.01931,1,0.61696,0.6127,22.46895,1.01931,1,0,0.0,14,,
210,4,NewMedia5,210,1.40723,68807742355,0.26137,0.11509,1.35352,0.05371,7,1,0.25933,0.1157,1,1.49948,0.375,0,,0.35608,0.60983,19.75971,1.03453,1,0.60821,0.61117,21.6111,1.03453,1,0,0.0,14,,
225,4,NewMedia5,225,1.50781,68808747933,0.27009,0.12423,1.35352,0.1543,7,1,0.35179,0.14486,1,1.49948,0.375,0,,0.35148,0.60993,20.02544,0.99649,1,0.60387,0.61058,22.61895,1.0041,1,0,0.0,14,,
240,4,NewMedia5,240,1.60791,68809749354,0.35231,0.13822,1.52759,0.08032,8,1,0.36275,0.15459,1,1.49948,0.375,0,,0.34709,0.60885,20.52288,1.0041,1,0.59978,0.60929,23.01093,1.0041,1,0,0.0,14,,
255,4,NewMedia5,255,1.7085,68810754348,0.35312,0.13068,1.52759,0.18091,8,1,0.35624,0.13063,1,1.49948,0.375,0,,0.34367,0.6081,20.77599,1.02692,1,0.59673,0.60831,22.97619,1.01931,1,0,0.0,14,,
270,4,NewMedia5,270,1.80908,68811760145,0.35382,0.13228,1.52759,0.28149,8,1,0.35838,0.15618,1,1.49948,0.375,0,,0.34208,0.607,20.94641,1.02016,1,0.59545,0.60811,23.21431,1.00579,1,0,0.0,14,,
285,4,NewMedia5,285,1.90967,68812765597,0.35935,0.13736,1.52759,0.38208,8,1,0.388,0.17078,1,1.49948,0.375,0,,0.343,0.60726,21.56915,1.0041,1,0.59643,0.609,23.10456,1.0041,1,0,0.0,14,,
300,4,NewMedia5,300,2.00952,68813766337,0.36867,0.1395,1.52759,0.48193,8,1,0.38463,0.14278,1,1.49948,0.375,0,,0.34442,0.60757,21.37963,1.03656,1,0.5977,0.61016,23.59408,1.03656,1,0,0.0,14,,
315,4,NewMedia5,315,2.1106,68814775314,0.43263,0.13569,2.0708,0.03979,9,1,0.44236,0.12598,1,1.49948,0.375,0,,0.34784,0.60559,22.11247,1.05177,1,0.60089,0.61014,23.89649,1.05177,1,0,0.0,14,,
330,4,NewMedia5,330,2.21094,68815779429,0.43527,0.10929,2.0708,0.14014,9,1,0.43687,0.10433,1,1.49948,0.375,0,,0.35016,0.60317,22.2456,1.04518,1,0.60332,0.61087,24.44651,1.0538,1,0,0.0,14,,
345,4,NewMedia5,345,2.31201,68816789919,0.49787,0.13065,2.25781,0.0542,10,1,0.50368,0.12985,1,1.49948,0.375,0,,0.3532,0.60277,22.11008,1.01931,1,0.60655,0.61237,24.37812,1.01931,1,0,0.0,14,,
360,4,NewMedia5,360,2.41187,68817789637,0.50717,0.11471,2.25781,0.15405,10,1,0.51841,0.08403,1,1.49948,0.375,0,,0.35199,0.60575,22.33971,1.07764,1,0.60538,0.61411,24.48449,1.06902,1,0,0.0,14,,
375,4,NewMedia5,375,2.51245,68818794408,0.50772,0.10658,2.25781,0.25464,10,1,0.51629,0.09922,1,1.49948,0.375,0,,0.3511,0.60863,22.4203,1.0604,1,0.60454,0.61482,24.60068,1.05177,1,0,0.0,14,,
390,4,NewMedia5,390,2.61255,68819796685,0.53439,0.12252,2.57935,0.0332,11,1,0.53571,0.09197,1,1.49948,0.375,0,,0.3524,0.61226,22.5722,1.04315,1,0.6053,0.61518,24.53323,1.05177,1,0,0.0,14,,
405,4,NewMedia5,405,2.71387,68820807745,0.55528,0.12316,2.57935,0.13452,11,1,0.59063,0.08134,1,1.49948,0.375,0,,0.3581,0.61424,21.9967,1.05177,1,0.61049,0.61555,25.26568,1.05177,1,0,0.0,14,,
420,4,NewMedia5,420,2.81372,68821808164,0.5851,0.13522,2.74048,0.07324,12,1,0.59176,0.13972,1,1.49948,0.375,0,,0.3642,0.61631,21.99364,1.03453,1,0.61635,0.61696,24.62639,1.03453,1,0,0.0,14,,
435,4,NewMedia5,435,2.91431,68822813147,0.58632,0.1373,2.74048,0.17383,12,1,0.60454,0.11921,1,1.49948,0.375,0,,0.36951,0.61873,21.58427,1.05177,1,0.62136,0.61886,24.51576,1.05177,1,0,0.0,14,,
450,4,NewMedia5,450,3.01465,68823817007,0.26692,0.15588,2.74048,0.23413,12,0,0.23685,0.19219,1,1.49948,0.375,0,,0.36315,0.62177,21.36611,1.01373,1,0.61367,0.61934,24.48722,1.02134,1,0,0.0,14,,
465,4,NewMedia5,465,3.11499,68824820893,0.2358,0.16589,3.00122,0.11377,13,1,0.22152,0.16452,1,1.49948,0.375,0,,0.36342,0.62319,21.36672,1.06141,1,0.61407,0.61835,23.83777,1.0538,1,0,0.0,14,,
480,4,NewMedia5,480,3.21558,68825826193,0.23213,0.16943,3.00122,0.21436,13,1,0.23262,0.24237,1,1.49948,0.375,0,,0.36339,0.62619,20.83167,1.0041,1,0.61369,0.61919,23.28659,1.0041,1,0,0.0,14,,
495,4,NewMedia5,495,3.31616,68826830630,0.26139,0.47565,3.25586,0.0603,14,1,0.27003,0.4864,1,1.49948,0.375,0,,0.36398,0.63079,19.41701,0.99649,1,0.61409,0.62306,23.43755,1.0041,1,0,0.0,14,,
