,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/03/31 15:18:56.986),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
0,15,NewMedia16,0,0.0,13076549246706,0.45208,0.49867,0.0,0.0,1,1,0.45394,0.56261,1,1.37917,0.12407,0,,0.26438,0.53717,21.73257,1.02246,1,0.52774,0.55795,23.18467,1.02246,1,0,0.0,11,,
15,15,NewMedia16,15,0.10034,13076550250619,0.45642,0.49251,0.0,0.10035,1,1,0.4543,0.47394,1,1.37917,0.12407,0,,0.26562,0.53718,20.73046,1.08746,1,0.52888,0.55755,22.90368,1.08746,1,0,0.0,11,,
30,15,NewMedia16,31,0.20789,13076551326126,0.45715,0.49131,0.0,0.20789,1,1,0.44786,0.47316,1,1.37917,0.12407,0,,0.26452,0.53444,21.73738,1.06193,1,0.52831,0.55363,22.06765,1.06193,1,0,0.0,11,,
45,15,NewMedia16,46,0.30762,13076552323113,0.45963,0.49326,0.0,0.30762,1,1,0.46697,0.47544,1,1.37917,0.12407,0,,0.26232,0.53074,20.76633,1.02267,1,0.52632,0.54931,22.49761,1.03058,1,0,0.0,11,,
60,15,NewMedia16,61,0.40833,13076553329859,0.46167,0.49718,0.0,0.40833,1,1,0.45425,0.49525,1,1.37917,0.12407,0,,0.25887,0.53117,20.81008,1.02267,1,0.52312,0.54698,21.31079,1.01475,1,0,0.0,11,,
75,15,NewMedia16,76,0.50854,13076554332719,0.46435,0.50064,0.0,0.50855,1,1,0.4822,0.47606,1,1.37917,0.12222,0,,0.2584,0.5308,19.08233,1.03809,1,0.52258,0.54645,20.47257,1.03809,1,0,0.0,11,,
90,15,NewMedia16,91,0.60938,13076555340292,0.40209,0.32486,0.54224,0.06714,2,1,0.35815,0.2543,1,1.38333,0.10463,0,,0.25627,0.52975,18.697,1.03048,1,0.51905,0.54491,20.0169,1.02257,1,0,0.0,11,,
105,15,NewMedia16,106,0.70996,13076556347039,0.35847,0.24315,0.62952,0.08044,3,1,0.36949,0.247,1,1.38646,0.08519,0,,0.25365,0.53542,18.67583,1.06975,1,0.51635,0.54953,19.59513,1.06975,1,0,0.0,11,,
120,15,NewMedia16,121,0.81067,13076557353124,0.29799,0.43762,0.62952,0.15454,3,0,0.28141,0.46325,1,1.38906,0.07778,0,,0.24938,0.5414,17.65528,1.00684,1,0.51114,0.55704,17.89519,1.00684,1,0,0.0,11,,
135,15,NewMedia16,136,0.91101,13076558356797,0.30637,0.41666,0.81067,0.10034,4,1,0.32562,0.41505,1,1.39271,0.06111,0,,0.24007,0.54357,16.84497,1.00965,1,0.50177,0.55624,18.08523,1.00173,1,0,0.0,11,,
150,15,NewMedia16,151,1.01172,13076559364343,0.30228,0.50497,0.96423,0.04749,5,1,0.31779,0.5259,1,1.39479,0.05926,0,,0.2368,0.54456,16.53549,1.03027,1,0.49857,0.55572,17.91638,1.03027,1,0,0.0,11,,
165,15,NewMedia16,166,1.11218,13076560368946,0.0,0.0,0.96423,0.09387,5,0,0.33824,0.59491,0,1.39531,0.05926,0,,0.23691,0.54531,13.50578,1.03809,0,0.49896,0.55494,16.37339,1.03809,0,162,0.0,11,,
180,15,NewMedia16,181,1.21216,13076561368974,0.33324,0.58012,0.96423,0.09387,5,0,0.33357,0.5813,1,1.39531,0.05926,0,,0.23669,0.55707,16.13676,1.02402,1,0.49939,0.56229,17.47211,1.01698,1,0,0.0,12,,
195,15,NewMedia16,196,1.31311,13076562378618,0.0,0.0,1.20544,0.0603,6,0,0.31848,0.75851,0,1.39531,0.05926,0,,0.23749,0.55968,15.66588,1.00995,0,0.50039,0.56624,14.30462,1.00995,0,0,0.0,12,,
210,15,NewMedia16,211,1.41663,13076563413307,0.4978,0.63025,1.20544,0.0603,6,0,0.48745,0.63615,1,1.39531,0.05926,0,,0.24536,0.55345,16.37289,1.00995,1,0.50689,0.56417,17.39803,1.00995,1,0,0.0,12,,
225,15,NewMedia16,226,1.51404,13076564387484,0.52903,0.61565,1.41663,0.09741,7,1,0.56977,0.65175,1,1.39531,0.05926,0,,0.24984,0.5544,16.83304,0.986,1,0.51155,0.56654,17.6885,0.986,1,0,0.0,12,,
240,15,NewMedia16,241,1.61462,13076565392807,0.58539,0.6198,1.53381,0.08081,8,1,0.59985,0.65553,1,1.39531,0.05926,0,,0.2465,0.55168,16.63974,1.00058,1,0.50865,0.56433,17.69358,0.99354,1,0,0.0,12,,
255,15,NewMedia16,256,1.71472,13076566393818,0.65647,0.57856,1.68115,0.03357,9,1,0.65656,0.58126,1,1.39531,0.05926,0,,0.24718,0.5517,18.21543,1.04694,1,0.50917,0.56327,18.01376,1.04694,1,0,0.0,12,,
270,15,NewMedia16,271,1.8147,13076567394410,0.68243,0.18307,1.68115,0.09412,9,0,0.69866,0.1728,1,1.39531,0.05926,0,,0.25248,0.54268,18.5104,1.06277,1,0.51393,0.55779,18.89701,1.07068,1,0,0.0,12,,
285,15,NewMedia16,286,1.91565,13076568402993,0.66271,0.18406,1.80164,0.11401,10,1,0.64537,0.20283,1,1.39531,0.05926,0,,0.25779,0.54336,18.39087,1.03984,1,0.51966,0.56013,19.20199,1.05479,1,0,0.0,12,,
300,15,NewMedia16,301,2.01624,13076569408901,0.67069,0.17994,1.80164,0.2146,10,1,0.65459,0.18631,1,1.39531,0.05926,0,,0.26619,0.53987,18.58683,1.03984,1,0.52747,0.56031,18.63321,1.02489,1,0,0.0,12,,
315,15,NewMedia16,316,2.11646,13076570411841,0.66536,0.59511,2.09631,0.02014,11,1,0.67607,0.61781,1,1.39531,0.05926,0,,0.26742,0.54562,17.18315,1.03027,1,0.52786,0.56823,18.23506,1.03027,1,0,0.0,12,,
330,15,NewMedia16,331,2.21741,13076571420930,0.66833,0.61157,2.09631,0.12109,11,1,0.67032,0.61843,1,1.39531,0.05926,0,,0.26756,0.54608,17.37085,1.05391,1,0.52948,0.56807,17.70319,1.046,1,0,0.0,12,,
345,15,NewMedia16,346,2.31763,13076572422936,0.65416,0.61221,2.09631,0.22131,11,1,0.63368,0.57624,1,1.39531,0.05926,0,,0.26762,0.54602,17.14181,1.0461,1,0.53011,0.5659,17.51322,1.03819,1,0,0.0,12,,
360,15,NewMedia16,361,2.41846,13076573430990,0.55737,0.58425,2.37781,0.04065,12,1,0.53764,0.60944,1,1.39531,0.05926,0,,0.2669,0.54324,17.30829,1.02401,1,0.53,0.56239,18.04084,1.01698,1,0,0.0,12,,
375,15,NewMedia16,376,2.51892,13076574435825,0.54328,0.57621,2.37781,0.14111,12,1,0.52808,0.60985,1,1.39531,0.05926,0,,0.26479,0.54504,17.77487,1.03809,1,0.5285,0.56377,18.59548,1.03809,1,0,0.0,12,,
390,15,NewMedia16,391,2.61938,13076575440828,0.39422,0.08244,2.59192,0.02747,13,1,0.37741,0.06279,1,1.39531,0.05926,0,,0.25546,0.53754,19.38185,1.03808,1,0.51726,0.55392,19.2735,1.03808,1,0,0.0,12,,
405,15,NewMedia16,406,2.71948,13076576441470,0.37966,0.09447,2.59192,0.12756,13,1,0.38066,0.14446,1,1.39531,0.05926,0,,0.24696,0.53537,19.50222,1.00058,1,0.50966,0.54974,19.09895,1.00761,1,0,0.0,12,,
420,15,NewMedia16,421,2.81982,13076577445313,0.44237,0.01613,2.77954,0.04028,14,1,0.44869,0.02093,1,1.39531,0.05926,0,,0.24718,0.53612,19.80897,1.05391,1,0.51022,0.55156,19.14928,1.06183,1,0,0.0,12,,
435,15,NewMedia16,436,2.92041,13076578450664,0.5021,0.05352,2.77954,0.13403,14,0,0.60693,0.12472,1,1.39531,0.05926,0,,0.24819,0.53705,20.0541,1.00683,1,0.51155,0.55196,19.27239,1.00683,1,0,0.0,12,,
450,15,NewMedia16,451,3.02075,13076579454354,0.59114,0.11869,2.94031,0.08044,15,1,0.58755,0.15531,1,1.39531,0.05926,0,,0.24649,0.53507,19.89838,0.98651,1,0.51053,0.54935,19.55299,0.98651,1,0,0.0,12,,
465,15,NewMedia16,466,3.12146,13076580461326,0.56556,0.14674,3.08765,0.03381,16,1,0.55684,0.14665,1,1.39531,0.05926,0,,0.24715,0.53524,19.81013,0.99276,1,0.51135,0.54978,19.44789,0.98573,1,0,0.0,12,,
480,15,NewMedia16,482,3.22864,13076581533404,0.56017,0.12655,3.08765,0.14099,16,1,0.55234,0.16918,1,1.39531,0.05926,0,,0.2486,0.53557,20.59373,0.98573,1,0.51249,0.55113,19.47518,0.97869,1,0,0.0,12,,
495,15,NewMedia16,497,3.32886,13076582535064,0.53241,0.02682,3.08765,0.22156,16,0,0.53337,-0.00021,1,1.39531,0.05926,0,,0.24699,0.53589,20.10662,1.06974,1,0.51092,0.55029,19.42838,1.06183,1,0,0.0,12,,
510,15,NewMedia16,512,3.42944,13076583541337,0.52396,0.04215,3.31543,0.11401,17,1,0.51703,0.01392,1,1.39531,0.05926,0,,0.24855,0.53469,20.03698,1.03135,1,0.51243,0.55091,19.62729,1.03839,1,0,0.0,12,,
525,15,NewMedia16,527,3.53027,13076584549332,0.51599,0.08458,3.31543,0.20825,17,0,0.50151,0.10487,1,1.39531,0.05926,0,,0.24756,0.5362,19.4388,1.00917,1,0.5119,0.55087,18.95499,1.00917,1,0,0.0,12,,
540,15,NewMedia16,542,3.63025,13076585549619,0.50952,0.07352,3.53027,0.09998,18,1,0.47035,0.03813,1,1.39531,0.05926,0,,0.24584,0.53705,19.279,0.99354,1,0.50952,0.5516,19.05513,0.9865,1,0,0.0,12,,
555,15,NewMedia16,557,3.73071,13076586553871,0.48811,-0.03884,3.67725,0.05347,19,1,0.49124,-0.05471,1,1.39531,0.05926,0,,0.24582,0.53796,19.27865,1.06974,1,0.50937,0.55156,17.37754,1.06183,1,0,0.0,12,,
570,15,NewMedia16,572,3.83118,13076587558944,0.48778,-0.0009,3.67725,0.13391,19,0,0.48917,-0.00695,1,1.39531,0.05926,0,,0.24504,0.53871,19.84156,1.05401,1,0.50852,0.55167,17.29348,1.04698,1,0,0.0,12,,
585,15,NewMedia16,587,3.93176,13076588564145,0.47926,0.05523,3.81799,0.11377,20,1,0.47213,0.07793,1,1.39531,0.05926,0,,0.24485,0.53937,19.46348,1.00683,1,0.50831,0.55209,17.42544,1.00683,1,0,0.0,12,,
600,15,NewMedia16,602,4.03259,13076589572993,0.48547,0.04628,3.81799,0.2146,20,1,0.4804,0.01147,1,1.39531,0.05926,0,,0.24486,0.5402,19.54375,1.03808,1,0.50863,0.55295,17.55725,1.03808,1,0,0.0,12,,
615,15,NewMedia16,617,4.13281,13076590575537,0.49714,0.03987,4.05896,0.07385,21,1,0.49332,0.04829,1,1.39531,0.05926,0,,0.24465,0.53998,19.68944,1.00683,1,0.50845,0.55291,17.62421,1.01475,1,0,0.0,12,,
630,15,NewMedia16,632,4.23328,13076591579635,0.49002,0.03565,4.05896,0.17432,21,1,0.47267,0.03661,1,1.39531,0.05926,0,,0.24373,0.53999,20.067,1.03027,1,0.50735,0.55304,17.6115,1.03027,1,0,0.0,12,,
645,15,NewMedia16,647,4.33362,13076592582642,0.35109,0.11098,4.27344,0.06018,22,1,0.36114,0.10567,1,1.39531,0.05926,0,,0.23944,0.54015,19.76329,1.00683,1,0.50307,0.55384,19.3785,0.9998,1,0,0.0,12,,
660,15,NewMedia16,662,4.43445,13076593591613,0.34957,0.12385,4.27344,0.16101,22,1,0.34799,0.17942,1,1.39531,0.05926,0,,0.23788,0.5401,20.0693,0.96581,1,0.50164,0.55328,19.6768,0.96581,1,0,0.0,12,,
675,15,NewMedia16,677,4.53491,13076594595881,0.32235,0.40795,4.27344,0.24146,22,0,0.31274,0.53177,1,1.39531,0.05926,0,,0.23818,0.54589,18.58271,1.01475,1,0.50032,0.55905,18.8859,1.00683,1,0,0.0,12,,
690,15,NewMedia16,692,4.63501,13076595597653,0.29076,0.62285,4.54163,0.09338,23,1,0.22501,0.68771,1,1.39531,0.05926,0,,0.23542,0.54929,18.14795,1.03027,1,0.49866,0.56283,19.72611,1.02323,1,0,0.0,12,,
705,15,NewMedia16,707,4.7356,13076596602517,0.25016,0.76449,4.66858,0.06702,24,1,0.26136,0.77064,1,1.39531,0.05926,0,,0.23283,0.54985,18.5596,0.99364,1,0.49756,0.56301,19.51719,0.98573,1,0,0.0,12,,
