,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/03/24 14:49:12.884),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
0,3,NewMedia4,0,0.0,7046455686526,0.35753,0.29642,0.0,0.0,1,1,0.35492,0.40518,0,1.38177,0.14537,0,,0.42203,0.51442,17.77438,0.96256,0,0.65834,0.50205,16.8257,0.96256,0,0,0.0,25,,
15,3,NewMedia4,15,0.10034,7046456691342,0.0,0.0,0.0,0.01294,1,0,0.35492,0.40518,0,1.38177,0.14537,0,,0.42203,0.51442,17.77438,0.94894,0,0.65834,0.50205,16.8257,0.94894,0,1160,0.0,25,,
30,3,NewMedia4,30,0.20093,7046457696067,0.0,0.0,0.0,0.01294,1,0,0.35492,0.40518,0,1.38021,0.1463,0,,0.42203,0.51442,17.77438,0.94894,0,0.65834,0.50205,16.8257,0.94894,0,1160,0.0,25,,
45,3,NewMedia4,45,0.30151,7046458702301,0.33541,0.34217,0.22095,0.08057,2,1,0.33038,0.33234,1,1.37812,0.14167,0,,0.39551,0.52357,20.35253,0.98569,1,0.63142,0.50137,23.27733,0.97798,1,0,0.0,26,,
60,3,NewMedia4,60,0.40186,7046459706055,0.25351,0.16246,0.22095,0.14746,2,0,0.25923,0.15368,1,1.37656,0.12593,0,,0.38607,0.52221,20.92771,0.93229,1,0.62131,0.49964,23.26321,0.94,1,0,0.0,26,,
75,3,NewMedia4,75,0.5022,7046460710785,0.24766,0.1592,0.39502,0.10718,3,1,0.24664,0.17205,1,1.37656,0.12593,0,,0.37799,0.52318,19.70831,0.92458,1,0.61345,0.49933,22.71815,0.92458,1,0,0.0,26,,
90,3,NewMedia4,90,0.60278,7046461715072,0.2488,0.15942,0.39502,0.20776,3,1,0.25372,0.13826,1,1.37656,0.12593,0,,0.37487,0.52414,17.67122,0.96256,1,0.61019,0.50088,21.85522,0.96256,1,0,0.0,26,,
105,3,NewMedia4,105,0.70337,7046462721010,0.25424,0.08892,0.64307,0.0603,4,1,0.2601,0.1536,1,1.37656,0.12593,0,,0.37351,0.52085,15.24935,0.95038,1,0.60917,0.50035,19.61632,0.95038,1,0,0.0,26,,
120,3,NewMedia4,120,0.80371,7046463724238,0.26208,0.104,0.64307,0.16064,4,1,0.28695,0.06005,1,1.37656,0.12593,0,,0.37349,0.51815,13.72804,0.93941,1,0.60873,0.49917,18.57973,0.93941,1,0,0.0,26,,
135,3,NewMedia4,135,0.9043,7046464729642,0.26593,0.0263,0.84399,0.0603,5,1,0.2663,0.00078,1,1.37656,0.12593,0,,0.37343,0.51599,12.46393,0.97618,1,0.6084,0.49825,17.81926,0.97618,1,0,0.0,26,,
