,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/03/10 11:19:58.630),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
0,10,NewMedia11,0,0.0,831782675497,0.49249,0.39439,0.0,0.0,1,1,0.47781,0.39622,1,1.36198,0.16574,0,,0.40495,0.46041,20.66078,0.99373,1,0.6592,0.47154,21.27533,1.00084,1,0,0.0,17,,
15,10,NewMedia11,15,0.10013,831783676790,0.48592,0.39443,0.0,0.10013,1,1,0.4699,0.39243,1,1.36198,0.16574,0,,0.39755,0.46423,20.76659,1.00795,1,0.65175,0.47334,20.73104,1.00084,1,0,0.0,17,,
30,10,NewMedia11,30,0.20084,831784683953,0.48083,0.39162,0.0,0.20084,1,1,0.48137,0.36033,1,1.36198,0.16574,0,,0.39337,0.46611,21.0965,1.02943,1,0.6474,0.4746,21.42126,1.02943,1,0,0.0,17,,
45,10,NewMedia11,45,0.30151,831785690696,0.47777,0.39387,0.0,0.30152,1,1,0.48214,0.39424,1,1.36198,0.16574,0,,0.39269,0.46506,21.05448,1.02305,1,0.64652,0.47515,20.97142,1.03105,1,0,0.0,17,,
60,10,NewMedia11,60,0.40201,831786695657,0.476,0.39438,0.0,0.40201,1,1,0.39522,0.47871,1,1.36198,0.16574,0,,0.38748,0.46678,21.63037,1.02943,1,0.64104,0.47618,20.60582,1.02943,1,0,0.0,17,,
75,10,NewMedia11,75,0.50223,831787697872,0.38631,0.46978,0.43564,0.06659,2,1,0.38095,0.45967,1,1.36198,0.16574,0,,0.38483,0.46898,19.72501,1.04632,1,0.63885,0.47739,19.11488,1.03121,1,0,0.0,17,,
90,10,NewMedia11,90,0.60281,831788703636,0.3949,0.47369,0.43564,0.16718,2,1,0.42097,0.44258,1,1.36198,0.16574,0,,0.38576,0.46871,18.10404,1.01506,1,0.63946,0.47717,17.97486,1.01506,1,0,0.0,17,,
105,10,NewMedia11,105,0.70357,831789711180,0.40666,0.47751,0.43564,0.26793,2,1,0.42699,0.47782,1,1.35573,0.2,0,,0.38529,0.46873,17.7354,1.01718,1,0.63892,0.47714,17.09241,1.01718,1,0,0.0,17,,
120,10,NewMedia11,120,0.8042,831790717532,0.53943,0.45626,0.7502,0.054,3,1,0.54561,0.46798,1,1.35312,0.22407,0,,0.38795,0.46897,17.4022,1.00068,1,0.64117,0.47664,16.36087,1.00068,1,0,0.0,17,,
135,10,NewMedia11,135,0.90422,831791717776,0.54144,0.45382,0.7502,0.15402,3,1,0.55457,0.45479,1,1.35312,0.22778,0,,0.38633,0.46947,16.96599,1.03923,1,0.6396,0.47626,15.98831,1.04722,1,0,0.0,17,,
